"","X.1","X","sex","vowel","stress","word","dur","pre_seg","fol_seg","speaker","community","class","point","word_count","pre_place","fol_place","F1","F2"
"2339",3169,3169,"Male","AY",1,"kind",0.05,"K","N",17,"Italian","UWC",2,4,"dorsal","coronal",485.305,1242.993
"2340",3170,3170,"Male","AY",1,"kind",0.05,"K","N",17,"Italian","UWC",4,4,"dorsal","coronal",446.478,1254.059
"2341",3171,3171,"Male","UW",1,"rooms",0.09,"R","M",17,"Italian","UWC",2,2,"coronal","labial",370.868,1173.008
"2342",3172,3172,"Male","UW",1,"rooms",0.09,"R","M",17,"Italian","UWC",4,2,"coronal","labial",374.113,1188.56
"2343",3173,3173,"Male","AY",1,"bright",0.08,"R","T",17,"Italian","UWC",2,1,"coronal","coronal",483.201,1215.627
"2344",3174,3174,"Male","AY",1,"bright",0.08,"R","T",17,"Italian","UWC",4,1,"coronal","coronal",533.568,1264.676
"2345",3175,3175,"Male","EY",1,"tables",0.14,"T","B",17,"Italian","UWC",2,1,"coronal","labial",550.096,1150.577
"2346",3176,3176,"Male","EY",1,"tables",0.14,"T","B",17,"Italian","UWC",4,1,"coronal","labial",482.48,1266.471
"2347",3177,3177,"Male","UW",1,"room",0.13,"R","M",17,"Italian","UWC",2,1,"coronal","labial",388.899,1449.658
"2348",3178,3178,"Male","UW",1,"room",0.13,"R","M",17,"Italian","UWC",4,1,"coronal","labial",379.282,1432.76
"2349",3181,3181,"Male","UW",1,"rooms",0.2,"R","M",17,"Italian","UWC",2,2,"coronal","labial",364.617,1236.114
"2350",3182,3182,"Male","UW",1,"rooms",0.2,"R","M",17,"Italian","UWC",4,2,"coronal","labial",377.84,1097.191
"2351",3183,3183,"Male","AY",1,"why",0.06,"W","Y",17,"Italian","UWC",2,4,"dorsal","coronal",427.004,1195.439
"2352",3184,3184,"Male","AY",1,"why",0.06,"W","Y",17,"Italian","UWC",4,4,"dorsal","coronal",347.488,1132.333
"2353",3187,3187,"Male","UW",1,"do",0.06,"D","Y",17,"Italian","UWC",2,10,"coronal","coronal",373.032,1521.587
"2354",3188,3188,"Male","UW",1,"do",0.06,"D","Y",17,"Italian","UWC",4,10,"coronal","coronal",335.527,1114.388
"2355",3189,3189,"Male","AY",1,"kind",0.1,"K","N",17,"Italian","UWC",2,4,"dorsal","coronal",467.634,1333.316
"2356",3190,3190,"Male","AY",1,"kind",0.1,"K","N",17,"Italian","UWC",4,4,"dorsal","coronal",474.246,1257.05
"2357",3191,3191,"Male","EY",1,"same",0.05,"S","M",17,"Italian","UWC",2,8,"coronal","labial",482.36,1368.458
"2358",3192,3192,"Male","EY",1,"same",0.05,"S","M",17,"Italian","UWC",4,8,"coronal","labial",447.92,1407.787
"2359",3193,3193,"Male","EY",1,"same",0.08,"S","M",17,"Italian","UWC",2,8,"coronal","labial",482.3,1326.287
"2360",3194,3194,"Male","EY",1,"same",0.08,"S","M",17,"Italian","UWC",4,8,"coronal","labial",482.54,1360.681
"2361",3199,3199,"Male","EY",1,"state",0.1,"T","T",17,"Italian","UWC",2,1,"coronal","coronal",488.43,1328.231
"2362",3200,3200,"Male","EY",1,"state",0.1,"T","T",17,"Italian","UWC",4,1,"coronal","coronal",450.505,1421.245
"2363",3201,3201,"Male","UW",1,"schools",0.12,"K","L",17,"Italian","UWC",2,1,"dorsal","coronal",385.713,1249.124
"2364",3202,3202,"Male","UW",1,"schools",0.12,"K","L",17,"Italian","UWC",4,1,"dorsal","coronal",379.102,1207.701
"2365",3203,3203,"Male","EY",1,"cane",0.1,"K","N",17,"Italian","UWC",2,1,"dorsal","coronal",486.146,1464.762
"2366",3204,3204,"Male","EY",1,"cane",0.1,"K","N",17,"Italian","UWC",4,1,"dorsal","coronal",437.583,1453.845
"2367",3207,3207,"Male","AY",1,"surviving",0.09,"V","V",17,"Italian","UWC",2,1,"labial","labial",428.086,1244.638
"2368",3208,3208,"Male","AY",1,"surviving",0.09,"V","V",17,"Italian","UWC",4,1,"labial","labial",522.569,1272.901
"2369",3209,3209,"Male","EY",1,"table",0.1,"T","B",17,"Italian","UWC",2,5,"coronal","labial",571.132,1332.867
"2370",3210,3210,"Male","EY",1,"table",0.1,"T","B",17,"Italian","UWC",4,5,"coronal","labial",495.823,1371.299
"2371",3211,3211,"Male","EY",1,"table",0.08,"T","B",17,"Italian","UWC",2,5,"coronal","labial",438.905,1276.341
"2372",3212,3212,"Male","EY",1,"table",0.08,"T","B",17,"Italian","UWC",4,5,"coronal","labial",474.907,1413.619
"2373",3213,3213,"Male","IY",1,"cheat",0.07,"CH","T",17,"Italian","UWC",2,1,"coronal","coronal",417.688,1493.623
"2374",3214,3214,"Male","IY",1,"cheat",0.07,"CH","T",17,"Italian","UWC",4,1,"coronal","coronal",383.309,1516.353
"2375",3215,3215,"Male","AY",1,"time",0.16,"T","M",17,"Italian","UWC",2,3,"coronal","labial",444.675,1220.562
"2376",3216,3216,"Male","AY",1,"time",0.16,"T","M",17,"Italian","UWC",4,3,"coronal","labial",433.556,1212.337
"2377",3221,3221,"Male","UW",1,"group",0.17,"R","P",17,"Italian","UWC",2,3,"coronal","labial",360.29,1079.994
"2378",3222,3222,"Male","UW",1,"group",0.17,"R","P",17,"Italian","UWC",4,3,"coronal","labial",354.94,1088.816
"2379",3227,3227,"Male","UW",1,"who's",0.05,"HH","Z",17,"Italian","UWC",2,2,"glottal","coronal",351.935,1108.257
"2380",3228,3228,"Male","UW",1,"who's",0.05,"HH","Z",17,"Italian","UWC",4,2,"glottal","coronal",355.842,1091.359
"2381",3231,3231,"Male","EY",1,"same",0.13,"S","M",17,"Italian","UWC",2,8,"coronal","labial",485.906,1363.672
"2382",3232,3232,"Male","EY",1,"same",0.13,"S","M",17,"Italian","UWC",4,8,"coronal","labial",456.996,1427.078
"2383",3239,3239,"Male","EY",1,"a",0.05,"T","G",17,"Italian","UWC",2,14,"coronal","dorsal",410.416,1352.457
"2384",3240,3240,"Male","EY",1,"a",0.05,"T","G",17,"Italian","UWC",4,14,"coronal","dorsal",382.167,1408.834
"2385",3241,3241,"Male","UW",1,"too",0.08,"T","Y",17,"Italian","UWC",2,4,"coronal","coronal",405.608,1483.006
"2386",3242,3242,"Male","UW",1,"too",0.08,"T","Y",17,"Italian","UWC",4,4,"coronal","coronal",384.151,1273.35
"2387",3243,3243,"Male","UW",1,"school",0.14,"K","L",17,"Italian","UWC",2,14,"dorsal","coronal",354.7,1076.106
"2388",3244,3244,"Male","UW",1,"school",0.14,"K","L",17,"Italian","UWC",4,14,"dorsal","coronal",356.503,1071.021
"2389",3245,3245,"Male","AY",2,"sometimes",0.05,"T","M",17,"Italian","UWC",2,2,"coronal","labial",462.285,1289.201
"2390",3246,3246,"Male","AY",2,"sometimes",0.05,"T","M",17,"Italian","UWC",4,2,"coronal","labial",466.613,1234.619
"2391",3247,3247,"Male","EY",1,"same",0.12,"S","M",17,"Italian","UWC",2,8,"coronal","labial",506.221,1402.553
"2392",3248,3248,"Male","EY",1,"same",0.12,"S","M",17,"Italian","UWC",4,8,"coronal","labial",476.53,1416.909
"2393",3249,3249,"Male","UW",1,"group",0.07,"R","P",17,"Italian","UWC",2,3,"coronal","labial",362.153,1512.914
"2394",3250,3250,"Male","UW",1,"group",0.07,"R","P",17,"Italian","UWC",4,3,"coronal","labial",384.211,1504.091
"2395",3253,3253,"Male","EY",1,"australian",0.06,"R","L",17,"Italian","UWC",2,1,"coronal","coronal",449.483,1407.189
"2396",3254,3254,"Male","EY",1,"australian",0.06,"R","L",17,"Italian","UWC",4,1,"coronal","coronal",448.582,1454.294
"2397",3255,3255,"Male","UW",1,"group",0.05,"R","P",17,"Italian","UWC",2,3,"coronal","labial",398.275,1320.754
"2398",3256,3256,"Male","UW",1,"group",0.05,"R","P",17,"Italian","UWC",4,3,"coronal","labial",394.549,1291.295
"2399",3257,3257,"Male","AY",1,"five",0.4,"F","V",17,"Italian","UWC",2,2,"labial","labial",478.693,1213.833
"2400",3258,3258,"Male","AY",1,"five",0.4,"F","V",17,"Italian","UWC",4,2,"labial","labial",477.852,1161.194
"2401",3259,3259,"Male","IY",1,"greek",0.09,"R","K",17,"Italian","UWC",2,4,"coronal","dorsal",375.556,1188.261
"2402",3260,3260,"Male","IY",1,"greek",0.09,"R","K",17,"Italian","UWC",4,4,"coronal","dorsal",344.663,1092.705
"2403",3261,3261,"Male","UW",1,"usually",0.05,"Y","ZH",17,"Italian","UWC",2,1,"coronal","coronal",291.592,1130.688
"2404",3262,3262,"Male","UW",1,"usually",0.05,"Y","ZH",17,"Italian","UWC",4,1,"coronal","coronal",291.952,1124.407
"2405",3263,3263,"Male","IY",1,"greeks",0.05,"R","K",17,"Italian","UWC",2,2,"coronal","dorsal",374.234,1493.922
"2406",3264,3264,"Male","IY",1,"greeks",0.05,"R","K",17,"Italian","UWC",4,2,"coronal","dorsal",361.612,1615.05
"2407",3265,3265,"Male","IY",1,"greeks",0.05,"R","K",17,"Italian","UWC",2,2,"coronal","dorsal",381.085,1498.558
"2408",3266,3266,"Male","IY",1,"greeks",0.05,"R","K",17,"Italian","UWC",4,2,"coronal","dorsal",354.88,1560.169
"2409",3267,3267,"Male","EY",1,"table",0.1,"T","B",17,"Italian","UWC",2,5,"coronal","labial",522.749,1420.049
"2410",3268,3268,"Male","EY",1,"table",0.1,"T","B",17,"Italian","UWC",4,5,"coronal","labial",450.805,1398.814
"2411",3269,3269,"Male","EY",1,"table",0.05,"T","B",17,"Italian","UWC",2,5,"coronal","labial",481.518,1450.855
"2412",3270,3270,"Male","EY",1,"table",0.05,"T","B",17,"Italian","UWC",4,5,"coronal","labial",511.089,1422.591
"2413",3271,3271,"Male","IY",1,"greek",0.05,"R","K",17,"Italian","UWC",2,4,"coronal","dorsal",380.364,1492.875
"2414",3272,3272,"Male","IY",1,"greek",0.05,"R","K",17,"Italian","UWC",4,4,"coronal","dorsal",378.561,1574.076
"2415",3273,3273,"Male","AY",1,"why",0.18,"W","W",17,"Italian","UWC",2,4,"dorsal","dorsal",443.533,1205.01
"2416",3274,3274,"Male","AY",1,"why",0.18,"W","W",17,"Italian","UWC",4,4,"dorsal","dorsal",500.27,1247.479
"2417",3275,3275,"Male","EY",1,"table",0.16,"T","B",17,"Italian","UWC",2,5,"coronal","labial",542.403,1376.981
"2418",3276,3276,"Male","EY",1,"table",0.16,"T","B",17,"Italian","UWC",4,5,"coronal","labial",468.115,1446.667
"2419",3277,3277,"Male","UW",1,"school",0.07,"K","L",17,"Italian","UWC",2,14,"dorsal","coronal",381.386,1331.372
"2420",3278,3278,"Male","UW",1,"school",0.07,"K","L",17,"Italian","UWC",4,14,"dorsal","coronal",406.509,1231.329
"2421",3279,3279,"Male","AY",1,"trying",0.05,"R","NG",17,"Italian","UWC",2,1,"coronal","dorsal",407.23,1178.84
"2422",3280,3280,"Male","AY",1,"trying",0.05,"R","NG",17,"Italian","UWC",4,1,"coronal","dorsal",473.945,1256.003
"2423",3281,3281,"Male","AY",1,"find",0.08,"F","N",17,"Italian","UWC",2,3,"labial","coronal",411.558,1177.345
"2424",3282,3282,"Male","AY",1,"find",0.08,"F","N",17,"Italian","UWC",4,3,"labial","coronal",405.007,1174.653
"2425",3285,3285,"Male","AY",1,"find",0.11,"F","N",17,"Italian","UWC",2,3,"labial","coronal",446.718,1252.414
"2426",3286,3286,"Male","AY",1,"find",0.11,"F","N",17,"Italian","UWC",4,3,"labial","coronal",444.795,1217.421
"2427",3287,3287,"Male","IY",1,"see",0.09,"S","DH",17,"Italian","UWC",2,1,"coronal","coronal",384.211,1472.837
"2428",3288,3288,"Male","IY",1,"see",0.09,"S","DH",17,"Italian","UWC",4,1,"coronal","coronal",352.657,1522.036
"2429",3289,3289,"Male","IY",1,"greek",0.06,"R","K",17,"Italian","UWC",2,4,"coronal","dorsal",393.467,1499.306
"2430",3290,3290,"Male","IY",1,"greek",0.06,"R","K",17,"Italian","UWC",4,4,"coronal","dorsal",337.21,1272.901
"2431",3291,3291,"Male","IY",1,"speak",0.06,"P","K",17,"Italian","UWC",2,4,"labial","dorsal",378.802,1432.012
"2432",3292,3292,"Male","IY",1,"speak",0.06,"P","K",17,"Italian","UWC",4,4,"labial","dorsal",393.767,1532.952
"2433",3293,3293,"Male","IY",1,"greek",0.07,"R","K",17,"Italian","UWC",2,4,"coronal","dorsal",402.903,1416.61
"2434",3294,3294,"Male","IY",1,"greek",0.07,"R","K",17,"Italian","UWC",4,4,"coronal","dorsal",360.59,1502.745
"2435",3295,3295,"Male","EY",1,"came",0.15,"K","M",17,"Italian","UWC",2,2,"dorsal","labial",537.835,1451.901
"2436",3296,3296,"Male","EY",1,"came",0.15,"K","M",17,"Italian","UWC",4,2,"dorsal","labial",472.743,1502.297
"2437",3297,3297,"Male","IY",1,"greece",0.14,"R","S",17,"Italian","UWC",2,1,"coronal","coronal",369.906,1567.048
"2438",3298,3298,"Male","IY",1,"greece",0.14,"R","S",17,"Italian","UWC",4,1,"coronal","coronal",306.617,1524.279
"2439",3299,3299,"Male","UW",1,"school",0.12,"K","L",17,"Italian","UWC",2,14,"dorsal","coronal",336.729,1095.994
"2440",3300,3300,"Male","UW",1,"school",0.12,"K","L",17,"Italian","UWC",4,14,"dorsal","coronal",404.646,1064.441
"2441",3301,3301,"Male","UW",1,"do",0.09,"D","W",17,"Italian","UWC",2,10,"coronal","dorsal",397.193,1425.433
"2442",3302,3302,"Male","UW",1,"do",0.09,"D","W",17,"Italian","UWC",4,10,"coronal","dorsal",384.211,1250.47
"2443",3303,3303,"Male","AY",1,"y",0.05,"W","S",17,"Italian","UWC",2,1,"dorsal","coronal",452.729,1186.317
"2444",3304,3304,"Male","AY",1,"y",0.05,"W","S",17,"Italian","UWC",4,1,"dorsal","coronal",446.959,1210.692
"2445",3309,3309,"Male","EY",1,"again",0.05,"G","N",17,"Italian","UWC",2,2,"dorsal","coronal",384.872,1653.632
"2446",3310,3310,"Male","EY",1,"again",0.05,"G","N",17,"Italian","UWC",4,2,"dorsal","coronal",412.76,1621.929
"2447",3313,3313,"Male","EY",1,"famous",0.11,"F","M",17,"Italian","UWC",2,1,"labial","labial",540.299,1420.647
"2448",3314,3314,"Male","EY",1,"famous",0.11,"F","M",17,"Italian","UWC",4,1,"labial","labial",433.315,1401.207
"2449",3315,3315,"Male","UW",1,"school",0.17,"K","L",17,"Italian","UWC",2,14,"dorsal","coronal",376.337,1203.066
"2450",3316,3316,"Male","UW",1,"school",0.17,"K","L",17,"Italian","UWC",4,14,"dorsal","coronal",364.677,1148.633
"2451",3317,3317,"Male","UW",1,"school",0.06,"K","L",17,"Italian","UWC",2,14,"dorsal","coronal",346.766,1117.229
"2452",3318,3318,"Male","UW",1,"school",0.06,"K","L",17,"Italian","UWC",4,14,"dorsal","coronal",376.578,1058.759
"2453",3319,3319,"Male","IY",1,"here",0.1,"HH","R",17,"Italian","UWC",2,1,"glottal","coronal",305.536,1114.238
"2454",3320,3320,"Male","IY",1,"here",0.1,"HH","R",17,"Italian","UWC",4,1,"glottal","coronal",306.257,1103.471
"2455",3323,3323,"Male","UW",1,"used",0.05,"Y","Z",17,"Italian","UWC",2,3,"coronal","coronal",383.61,1533.401
"2456",3324,3324,"Male","UW",1,"used",0.05,"Y","Z",17,"Italian","UWC",4,3,"coronal","coronal",386.555,1539.831
"2457",3325,3325,"Male","EY",1,"same",0.08,"S","M",17,"Italian","UWC",2,8,"coronal","labial",455.734,1400.908
"2458",3326,3326,"Male","EY",1,"same",0.08,"S","M",17,"Italian","UWC",4,8,"coronal","labial",436.381,1459.528
"2459",3327,3327,"Male","IY",1,"teach",0.09,"T","CH",17,"Italian","UWC",2,1,"coronal","coronal",366.54,1531.606
"2460",3328,3328,"Male","IY",1,"teach",0.09,"T","CH",17,"Italian","UWC",4,1,"coronal","coronal",320.201,1448.163
"2461",3329,3329,"Male","IY",1,"be",0.07,"B","HH",17,"Italian","UWC",2,3,"labial","glottal",395.691,1500.053
"2462",3330,3330,"Male","IY",1,"be",0.07,"B","HH",17,"Italian","UWC",4,3,"labial","glottal",358.607,1316.118
"2463",3331,3331,"Male","IY",1,"hearing",0.05,"HH","R",17,"Italian","UWC",2,1,"glottal","coronal",362.754,1653.781
"2464",3332,3332,"Male","IY",1,"hearing",0.05,"HH","R",17,"Italian","UWC",4,1,"glottal","coronal",373.032,1478.819
"2465",3333,3333,"Male","EY",1,"name",0.05,"N","M",17,"Italian","UWC",2,3,"coronal","labial",449.543,1393.132
"2466",3334,3334,"Male","EY",1,"name",0.05,"N","M",17,"Italian","UWC",4,3,"coronal","labial",473.885,1327.035
"2467",3335,3335,"Male","UW",1,"who's",0.06,"HH","Z",17,"Italian","UWC",2,2,"glottal","coronal",332.522,1195.888
"2468",3336,3336,"Male","UW",1,"who's",0.06,"HH","Z",17,"Italian","UWC",4,2,"glottal","coronal",337.27,1190.504
"2469",3339,3339,"Male","EY",1,"say",0.08,"S","DH",17,"Italian","UWC",2,5,"coronal","coronal",481.037,1357.242
"2470",3340,3340,"Male","EY",1,"say",0.08,"S","DH",17,"Italian","UWC",4,5,"coronal","coronal",468.295,1376.981
"2471",3341,3341,"Male","EY",1,"say",0.13,"S","DH",17,"Italian","UWC",2,5,"coronal","coronal",458.619,1455.789
"2472",3342,3342,"Male","EY",1,"say",0.13,"S","DH",17,"Italian","UWC",4,5,"coronal","coronal",461.744,1469.248
"2473",3343,3343,"Male","EY",1,"name",0.19,"N","M",17,"Italian","UWC",2,3,"coronal","labial",501.893,1378.626
"2474",3344,3344,"Male","EY",1,"name",0.19,"N","M",17,"Italian","UWC",4,3,"coronal","labial",434.818,1488.539
"2475",3345,3345,"Male","AY",1,"time",0.09,"T","M",17,"Italian","UWC",2,3,"coronal","labial",445.817,1266.77
"2476",3346,3346,"Male","AY",1,"time",0.09,"T","M",17,"Italian","UWC",4,3,"coronal","labial",450.144,1230.282
"2477",3351,3351,"Male","AY",1,"why",0.05,"W","M",17,"Italian","UWC",2,4,"dorsal","labial",397.734,1181.98
"2478",3352,3352,"Male","AY",1,"why",0.05,"W","M",17,"Italian","UWC",4,4,"dorsal","labial",457.176,1233.273
"2479",3353,3353,"Male","EY",1,"came",0.12,"K","M",17,"Italian","UWC",2,2,"dorsal","labial",552.5,1473.286
"2480",3354,3354,"Male","EY",1,"came",0.12,"K","M",17,"Italian","UWC",4,2,"dorsal","labial",481.278,1492.277
"2481",3355,3355,"Male","UW",1,"used",0.05,"Y","Z",17,"Italian","UWC",2,3,"coronal","coronal",311.366,1094.499
"2482",3356,3356,"Male","UW",1,"used",0.05,"Y","Z",17,"Italian","UWC",4,3,"coronal","coronal",272.599,1113.64
"2483",3363,3363,"Male","IY",1,"teacher",0.13,"T","CH",17,"Italian","UWC",2,4,"coronal","coronal",371.769,1491.53
"2484",3364,3364,"Male","IY",1,"teacher",0.13,"T","CH",17,"Italian","UWC",4,4,"coronal","coronal",315.332,1522.185
"2485",3365,3365,"Male","IY",1,"teacher",0.24,"T","CH",17,"Italian","UWC",2,4,"coronal","coronal",383.189,1529.064
"2486",3366,3366,"Male","IY",1,"teacher",0.24,"T","CH",17,"Italian","UWC",4,4,"coronal","coronal",361.311,1567.646
"2487",3367,3367,"Male","EY",1,"names",0.17,"N","M",17,"Italian","UWC",2,1,"coronal","labial",469.437,1423.937
"2488",3368,3368,"Male","EY",1,"names",0.17,"N","M",17,"Italian","UWC",4,1,"coronal","labial",438.063,1466.706
"2489",3369,3369,"Male","EY",2,"nicknames",0.18,"N","M",17,"Italian","UWC",2,1,"coronal","labial",412.94,1418.554
"2490",3370,3370,"Male","EY",2,"nicknames",0.18,"N","M",17,"Italian","UWC",4,1,"coronal","labial",351.455,1365.018
"2491",3373,3373,"Male","AY",1,"life",0.11,"L","F",17,"Italian","UWC",2,1,"coronal","labial",457.717,1196.635
"2492",3374,3374,"Male","AY",1,"life",0.11,"L","F",17,"Italian","UWC",4,1,"coronal","labial",516.979,1224.599
"2493",3377,3377,"Male","IY",1,"speak",0.09,"P","K",17,"Italian","UWC",2,4,"labial","dorsal",413.361,1281.874
"2494",3378,3378,"Male","IY",1,"speak",0.09,"P","K",17,"Italian","UWC",4,4,"labial","dorsal",409.935,1481.211
"2495",3379,3379,"Male","IY",1,"teacher",0.12,"T","CH",17,"Italian","UWC",2,4,"coronal","coronal",412.52,1463.715
"2496",3380,3380,"Male","IY",1,"teacher",0.12,"T","CH",17,"Italian","UWC",4,4,"coronal","coronal",374.174,1544.168
"2497",3385,3385,"Male","IY",1,"feel",0.07,"F","L",17,"Italian","UWC",2,1,"labial","coronal",367.442,1591.423
"2498",3386,3386,"Male","IY",1,"feel",0.07,"F","L",17,"Italian","UWC",4,1,"labial","coronal",386.615,1612.059
"2499",3387,3387,"Male","EY",1,"way",0.08,"W","SH",17,"Italian","UWC",2,2,"dorsal","coronal",471.601,1291.743
"2500",3388,3388,"Male","EY",1,"way",0.08,"W","SH",17,"Italian","UWC",4,2,"dorsal","coronal",436.621,1438.592
"2501",3389,3389,"Male","UW",1,"do",0.1,"D","M",17,"Italian","UWC",2,10,"coronal","labial",373.933,1471.342
"2502",3390,3390,"Male","UW",1,"do",0.1,"D","M",17,"Italian","UWC",4,10,"coronal","labial",381.206,1584.394
"2503",3391,3391,"Male","AY",2,"exercises",0.19,"S","Z",17,"Italian","UWC",2,1,"coronal","coronal",461.023,1228.039
"2504",3392,3392,"Male","AY",2,"exercises",0.19,"S","Z",17,"Italian","UWC",4,1,"coronal","coronal",490.233,1238.208
"2505",3395,3395,"Male","IY",1,"speak",0.13,"P","K",17,"Italian","UWC",2,4,"labial","dorsal",366.601,1416.909
"2506",3396,3396,"Male","IY",1,"speak",0.13,"P","K",17,"Italian","UWC",4,4,"labial","dorsal",351.815,1435.601
"2507",3397,3397,"Male","IY",1,"speaks",0.07,"P","K",17,"Italian","UWC",2,1,"labial","dorsal",361.552,1470.145
"2508",3398,3398,"Male","IY",1,"speaks",0.07,"P","K",17,"Italian","UWC",4,1,"labial","dorsal",322.184,1556.729
"2509",3399,3399,"Male","AY",2,"sometimes",0.05,"T","M",17,"Italian","UWC",2,2,"coronal","labial",421.355,1258.097
"2510",3400,3400,"Male","AY",2,"sometimes",0.05,"T","M",17,"Italian","UWC",4,2,"coronal","labial",441.97,1232.076
"2511",3401,3401,"Male","EY",1,"same",0.07,"S","M",17,"Italian","UWC",2,8,"coronal","labial",449.122,1431.564
"2512",3402,3402,"Male","EY",1,"same",0.07,"S","M",17,"Italian","UWC",4,8,"coronal","labial",476.53,1427.078
"2513",3403,3403,"Male","UW",1,"school",0.06,"K","L",17,"Italian","UWC",2,14,"dorsal","coronal",364.677,1138.913
"2514",3404,3404,"Male","UW",1,"school",0.06,"K","L",17,"Italian","UWC",4,14,"dorsal","coronal",381.206,1065.189
"2515",3405,3405,"Male","AY",1,"primary",0.06,"R","M",17,"Italian","UWC",2,4,"coronal","labial",419.612,1214.281
"2516",3406,3406,"Male","AY",1,"primary",0.06,"R","M",17,"Italian","UWC",4,4,"coronal","labial",460.422,1180.485
"2517",3407,3407,"Male","UW",1,"school",0.06,"K","L",17,"Italian","UWC",2,14,"dorsal","coronal",364.737,1094.948
"2518",3408,3408,"Male","UW",1,"school",0.06,"K","L",17,"Italian","UWC",4,14,"dorsal","coronal",336.909,1075.208
"2519",3409,3409,"Male","IY",1,"really",0.11,"R","L",17,"Italian","UWC",2,1,"coronal","coronal",397.975,1562.86
"2520",3410,3410,"Male","IY",1,"really",0.11,"R","L",17,"Italian","UWC",4,1,"coronal","coronal",412.039,1633.743
"2521",3411,3411,"Male","AY",1,"kind",0.11,"K","N",17,"Italian","UWC",2,4,"dorsal","coronal",358.126,1167.176
"2522",3412,3412,"Male","AY",1,"kind",0.11,"K","N",17,"Italian","UWC",4,4,"dorsal","coronal",430.01,1209.944
"2523",3413,3413,"Male","AY",1,"high",0.12,"HH","S",17,"Italian","UWC",2,2,"glottal","coronal",389.32,1105.116
"2524",3414,3414,"Male","AY",1,"high",0.12,"HH","S",17,"Italian","UWC",4,2,"glottal","coronal",376.397,1107.659
"2525",3415,3415,"Male","UW",1,"school",0.1,"K","L",17,"Italian","UWC",2,14,"dorsal","coronal",387.156,1251.816
"2526",3416,3416,"Male","UW",1,"school",0.1,"K","L",17,"Italian","UWC",4,14,"dorsal","coronal",416.366,1205.608
"2527",3417,3417,"Male","UW",1,"school",0.1,"K","L",17,"Italian","UWC",2,14,"dorsal","coronal",359.568,1147.885
"2528",3418,3418,"Male","UW",1,"school",0.1,"K","L",17,"Italian","UWC",4,14,"dorsal","coronal",400.619,1138.763
"2529",3419,3419,"Male","EY",1,"say",0.14,"S","W",17,"Italian","UWC",2,5,"coronal","dorsal",534.169,1417.806
"2530",3420,3420,"Male","EY",1,"say",0.14,"S","W",17,"Italian","UWC",4,5,"coronal","dorsal",425.081,1401.805
"2531",3421,3421,"Male","EY",1,"say",0.15,"S","W",17,"Italian","UWC",2,5,"coronal","dorsal",488.31,1347.223
"2532",3422,3422,"Male","EY",1,"say",0.15,"S","W",17,"Italian","UWC",4,5,"coronal","dorsal",524.973,1442.032
"2533",3423,3423,"Male","IY",1,"here",0.08,"HH","R",18,"Italian","UWC",2,4,"glottal","coronal",391.483,1513.961
"2534",3424,3424,"Male","IY",1,"here",0.08,"HH","R",18,"Italian","UWC",4,4,"glottal","coronal",378.561,1443.078
"2535",3425,3425,"Male","UW",1,"youse",0.05,"Y","Z",18,"Italian","UWC",2,1,"coronal","coronal",371.108,1469.697
"2536",3426,3426,"Male","UW",1,"youse",0.05,"Y","Z",18,"Italian","UWC",4,1,"coronal","coronal",372.731,1425.732
"2537",3427,3427,"Male","AY",1,"find",0.18,"F","N",18,"Italian","UWC",2,1,"labial","coronal",479.354,1141.305
"2538",3428,3428,"Male","AY",1,"find",0.18,"F","N",18,"Italian","UWC",4,1,"labial","coronal",355.001,1185.27
"2539",3429,3429,"Male","AY",1,"finds",0.18,"F","N",18,"Italian","UWC",2,1,"labial","coronal",472.503,1132.781
"2540",3430,3430,"Male","AY",1,"finds",0.18,"F","N",18,"Italian","UWC",4,1,"labial","coronal",409.574,1165.83
"2541",3431,3431,"Male","AY",1,"guy",0.2,"G","HH",18,"Italian","UWC",2,12,"dorsal","glottal",428.327,1148.483
"2542",3432,3432,"Male","AY",1,"guy",0.2,"G","HH",18,"Italian","UWC",4,12,"dorsal","glottal",484.523,1163.437
"2543",3433,3433,"Male","AY",1,"guy's",0.15,"G","Z",18,"Italian","UWC",2,1,"dorsal","coronal",409.755,1199.028
"2544",3434,3434,"Male","AY",1,"guy's",0.15,"G","Z",18,"Italian","UWC",4,1,"dorsal","coronal",416.066,1158.054
"2545",3437,3437,"Male","EY",1,"made",0.08,"M","D",18,"Italian","UWC",2,3,"labial","coronal",554.904,1315.969
"2546",3438,3438,"Male","EY",1,"made",0.08,"M","D",18,"Italian","UWC",4,3,"labial","coronal",513.553,1405.095
"2547",3441,3441,"Male","AY",1,"hide",0.13,"HH","D",18,"Italian","UWC",2,1,"glottal","coronal",486.026,1159.101
"2548",3442,3442,"Male","AY",1,"hide",0.13,"HH","D",18,"Italian","UWC",4,1,"glottal","coronal",473.825,1196.486
"2549",3443,3443,"Male","IY",1,"seek",0.15,"S","K",18,"Italian","UWC",2,1,"coronal","dorsal",416.126,1430.667
"2550",3444,3444,"Male","IY",1,"seek",0.15,"S","K",18,"Italian","UWC",4,1,"coronal","dorsal",372.01,1493.773
"2551",3445,3445,"Male","UW",1,"who's",0.11,"HH","Z",18,"Italian","UWC",2,1,"glottal","coronal",352.416,1423.04
"2552",3446,3446,"Male","UW",1,"who's",0.11,"HH","Z",18,"Italian","UWC",4,1,"glottal","coronal",345.745,1430.816
