"","X.1","X","sex","vowel","stress","word","dur","pre_seg","fol_seg","speaker","community","class","point","word_count","pre_place","fol_place","F1","F2"
"1",1,1,"Female","AY",1,"hide",0.12,"HH","D",3,"Italian","LWC",2,2,"glottal","coronal",509.106,1180.335
"2",2,2,"Female","AY",1,"hide",0.12,"HH","D",3,"Italian","LWC",4,2,"glottal","coronal",497.987,1343.484
"3",3,3,"Female","IY",1,"seek",0.17,"S","K",3,"Italian","LWC",2,1,"coronal","dorsal",354.099,1380.57
"4",4,4,"Female","IY",1,"seek",0.17,"S","K",3,"Italian","LWC",4,1,"coronal","dorsal",357.405,1467.603
"5",5,5,"Female","EY",1,"basic",0.16,"B","S",3,"Italian","LWC",2,1,"labial","coronal",446.959,1252.713
"6",6,6,"Female","EY",1,"basic",0.16,"B","S",3,"Italian","LWC",4,1,"labial","coronal",366.36,1090.461
"7",7,7,"Female","AY",1,"bikes",0.23,"B","K",3,"Italian","LWC",2,1,"labial","dorsal",464.99,1176.746
"8",8,8,"Female","AY",1,"bikes",0.23,"B","K",3,"Italian","LWC",4,1,"labial","dorsal",496.003,1211.739
"9",9,9,"Female","UW",1,"do",0.06,"D","S",3,"Italian","LWC",2,15,"coronal","coronal",339.254,1211.589
"10",10,10,"Female","UW",1,"do",0.06,"D","S",3,"Italian","LWC",4,15,"coronal","coronal",337.751,1198.43
"11",11,11,"Female","AY",1,"design",0.14,"Z","N",3,"Italian","LWC",2,1,"coronal","coronal",432.895,1208.898
"12",12,12,"Female","AY",1,"design",0.14,"Z","N",3,"Italian","LWC",4,1,"coronal","coronal",486.807,1193.645
"13",13,13,"Female","AY",1,"eyes",0.29,"R","Z",3,"Italian","LWC",2,1,"coronal","coronal",483.622,1201.869
"14",14,14,"Female","AY",1,"eyes",0.29,"R","Z",3,"Italian","LWC",4,1,"coronal","coronal",469.017,1210.692
"15",15,15,"Female","AY",1,"hide",0.23,"HH","D",3,"Italian","LWC",2,2,"glottal","coronal",481.158,1189.158
"16",16,16,"Female","AY",1,"hide",0.23,"HH","D",3,"Italian","LWC",4,2,"glottal","coronal",495.342,1214.73
"17",17,17,"Female","EY",1,"say",0.1,"S","R",3,"Italian","LWC",2,8,"coronal","coronal",474.486,1363.822
"18",18,18,"Female","EY",1,"say",0.1,"S","R",3,"Italian","LWC",4,8,"coronal","coronal",454.712,1394.029
"19",21,21,"Female","UW",1,"do",0.09,"D","S",3,"Italian","LWC",2,15,"coronal","coronal",400.92,1521.438
"20",22,22,"Female","UW",1,"do",0.09,"D","S",3,"Italian","LWC",4,15,"coronal","coronal",396.772,1546.112
"21",27,27,"Female","IY",1,"really",0.06,"R","L",3,"Italian","LWC",2,6,"coronal","coronal",371.95,1359.635
"22",28,28,"Female","IY",1,"really",0.06,"R","L",3,"Italian","LWC",4,6,"coronal","coronal",379.222,1361.13
"23",31,31,"Female","EY",1,"again",0.09,"G","N",3,"Italian","LWC",2,3,"dorsal","coronal",341.057,1629.406
"24",32,32,"Female","EY",1,"again",0.09,"G","N",3,"Italian","LWC",4,3,"dorsal","coronal",388.418,1578.413
"25",33,33,"Female","EY",1,"a",0.05,"D","G",3,"Italian","LWC",2,16,"coronal","dorsal",378.08,1390.291
"26",34,34,"Female","EY",1,"a",0.05,"D","G",3,"Italian","LWC",4,16,"coronal","dorsal",375.496,1437.545
"27",35,35,"Female","UW",1,"hool",0.2,"HH","L",3,"Italian","LWC",2,1,"glottal","coronal",379.342,1205.01
"28",36,36,"Female","UW",1,"hool",0.2,"HH","L",3,"Italian","LWC",4,1,"glottal","coronal",361.071,1148.483
"29",37,37,"Female","AY",2,"crocodile",0.07,"D","L",3,"Italian","LWC",2,1,"coronal","coronal",373.332,1334.063
"30",38,38,"Female","AY",2,"crocodile",0.07,"D","L",3,"Italian","LWC",4,1,"coronal","coronal",467.995,1249.573
"31",39,39,"Female","EY",1,"face",0.1,"F","S",3,"Italian","LWC",2,2,"labial","coronal",469.257,1338.549
"32",40,40,"Female","EY",1,"face",0.1,"F","S",3,"Italian","LWC",4,2,"labial","coronal",406.149,1438.742
"33",43,43,"Female","UW",1,"move",0.06,"M","V",3,"Italian","LWC",2,1,"labial","labial",333.063,1084.33
"34",44,44,"Female","UW",1,"move",0.06,"M","V",3,"Italian","LWC",4,1,"labial","labial",332.041,1086.723
"35",47,47,"Female","IY",1,"meeny",0.14,"M","N",3,"Italian","LWC",2,1,"labial","coronal",409.094,1456.986
"36",48,48,"Female","IY",1,"meeny",0.14,"M","N",3,"Italian","LWC",4,1,"labial","coronal",405.187,1576.618
"37",49,49,"Female","IY",1,"screams",0.12,"R","M",3,"Italian","LWC",2,1,"coronal","labial",387.577,1551.794
"38",50,50,"Female","IY",1,"screams",0.12,"R","M",3,"Italian","LWC",4,1,"coronal","labial",388.598,1615.349
"39",51,51,"Female","EY",1,"potato",0.12,"T","T",3,"Italian","LWC",2,6,"coronal","coronal",465.35,1381.019
"40",52,52,"Female","EY",1,"potato",0.12,"T","T",3,"Italian","LWC",4,6,"coronal","coronal",446.117,1416.61
"41",55,55,"Female","EY",1,"potato",0.08,"T","T",3,"Italian","LWC",2,6,"coronal","coronal",488.971,1402.852
"42",56,56,"Female","EY",1,"potato",0.08,"T","T",3,"Italian","LWC",4,6,"coronal","coronal",442.511,1426.479
"43",57,57,"Female","IY",1,"three",0.05,"R","P",3,"Italian","LWC",2,6,"coronal","labial",368.584,1407.787
"44",58,58,"Female","IY",1,"three",0.05,"R","P",3,"Italian","LWC",4,6,"coronal","labial",344.062,1330.624
"45",59,59,"Female","EY",1,"potato",0.12,"T","T",3,"Italian","LWC",2,6,"coronal","coronal",466.492,1383.113
"46",60,60,"Female","EY",1,"potato",0.12,"T","T",3,"Italian","LWC",4,6,"coronal","coronal",476.289,1404.646
"47",61,61,"Female","AY",1,"five",0.13,"F","V",3,"Italian","LWC",2,2,"labial","labial",458.799,1192
"48",62,62,"Female","AY",1,"five",0.13,"F","V",3,"Italian","LWC",4,2,"labial","labial",512.411,1232.974
"49",63,63,"Female","EY",1,"potato",0.11,"T","T",3,"Italian","LWC",2,6,"coronal","coronal",484.463,1382.066
"50",64,64,"Female","EY",1,"potato",0.11,"T","T",3,"Italian","LWC",4,6,"coronal","coronal",485.725,1403.45
"51",65,65,"Female","EY",1,"potato",0.11,"T","T",3,"Italian","LWC",2,6,"coronal","coronal",417.328,1276.49
"52",66,66,"Female","EY",1,"potato",0.11,"T","T",3,"Italian","LWC",4,6,"coronal","coronal",353.919,1162.54
"53",67,67,"Female","EY",1,"potato",0.09,"T","T",3,"Italian","LWC",2,6,"coronal","coronal",421.475,1300.267
"54",68,68,"Female","EY",1,"potato",0.09,"T","T",3,"Italian","LWC",4,6,"coronal","coronal",372.37,1203.813
"55",71,71,"Female","IY",1,"people",0.12,"P","P",3,"Italian","LWC",2,4,"labial","labial",396.171,1442.779
"56",72,72,"Female","IY",1,"people",0.12,"P","P",3,"Italian","LWC",4,4,"labial","labial",350.433,1281.724
"57",73,73,"Female","IY",1,"three",0.06,"R","Y",3,"Italian","LWC",2,6,"coronal","coronal",356.383,1478.968
"58",74,74,"Female","IY",1,"three",0.06,"R","Y",3,"Italian","LWC",4,6,"coronal","coronal",354.88,1615.648
"59",75,75,"Female","UW",1,"tunes",0.16,"T","N",3,"Italian","LWC",2,1,"coronal","coronal",352.176,1266.321
"60",76,76,"Female","UW",1,"tunes",0.16,"T","N",3,"Italian","LWC",4,1,"coronal","coronal",359.929,1095.546
"61",77,77,"Female","UW",1,"movements",0.11,"M","V",3,"Italian","LWC",2,2,"labial","labial",326.271,1088.368
"62",78,78,"Female","UW",1,"movements",0.11,"M","V",3,"Italian","LWC",4,2,"labial","labial",332.221,1088.517
"63",81,81,"Female","IY",1,"real",0.05,"R","L",3,"Italian","LWC",2,1,"coronal","coronal",375.736,1393.58
"64",82,82,"Female","IY",1,"real",0.05,"R","L",3,"Italian","LWC",4,1,"coronal","coronal",387.456,1404.347
"65",83,83,"Female","EY",1,"played",0.09,"L","D",3,"Italian","LWC",2,1,"coronal","coronal",462.285,1286.36
"66",84,84,"Female","EY",1,"played",0.09,"L","D",3,"Italian","LWC",4,1,"coronal","coronal",403.264,1342.587
"67",85,85,"Female","UW",1,"bluebells",0.1,"L","B",3,"Italian","LWC",2,1,"coronal","labial",364.557,1340.643
"68",86,86,"Female","UW",1,"bluebells",0.1,"L","B",3,"Italian","LWC",4,1,"coronal","labial",337.571,1336.157
"69",87,87,"Female","EY",1,"names",0.17,"N","M",3,"Italian","LWC",2,1,"coronal","labial",496.244,1301.314
"70",88,88,"Female","EY",1,"names",0.17,"N","M",3,"Italian","LWC",4,1,"coronal","labial",485.064,1512.914
"71",89,89,"Female","UW",1,"movements",0.12,"M","V",3,"Italian","LWC",2,2,"labial","labial",337.811,1090.91
"72",90,90,"Female","UW",1,"movements",0.12,"M","V",3,"Italian","LWC",4,2,"labial","labial",332.642,1090.91
"73",91,91,"Female","IY",1,"see",0.07,"S","HH",3,"Italian","LWC",2,2,"coronal","glottal",393.887,1439.19
"74",92,92,"Female","IY",1,"see",0.07,"S","HH",3,"Italian","LWC",4,2,"coronal","glottal",364.196,1522.933
"75",95,95,"Female","UW",1,"do",0.06,"D","DH",3,"Italian","LWC",2,15,"coronal","coronal",336.308,1439.489
"76",96,96,"Female","UW",1,"do",0.06,"D","DH",3,"Italian","LWC",4,15,"coronal","coronal",335.527,1443.976
"77",97,97,"Female","AY",1,"time",0.05,"T","M",3,"Italian","LWC",2,6,"coronal","labial",520.285,1334.512
"78",98,98,"Female","AY",1,"time",0.05,"T","M",3,"Italian","LWC",4,6,"coronal","labial",473.765,1221.459
"79",99,99,"Female","EY",1,"name",0.12,"N","M",3,"Italian","LWC",2,3,"coronal","labial",515.296,1336.755
"80",100,100,"Female","EY",1,"name",0.12,"N","M",3,"Italian","LWC",4,3,"coronal","labial",475.989,1394.029
"81",101,101,"Female","UW",1,"two",0.11,"T","P",3,"Italian","LWC",2,5,"coronal","labial",366.841,1483.454
"82",102,102,"Female","UW",1,"two",0.11,"T","P",3,"Italian","LWC",4,5,"coronal","labial",350.553,1463.266
"83",103,103,"Female","IY",1,"people",0.1,"P","P",3,"Italian","LWC",2,4,"labial","labial",405.007,1475.678
"84",104,104,"Female","IY",1,"people",0.1,"P","P",3,"Italian","LWC",4,4,"labial","labial",360.47,1530.56
"85",105,105,"Female","UW",1,"do",0.12,"D","DH",3,"Italian","LWC",2,15,"coronal","coronal",339.374,1092.854
"86",106,106,"Female","UW",1,"do",0.12,"D","DH",3,"Italian","LWC",4,15,"coronal","coronal",320.621,1135.324
"87",107,107,"Female","AY",1,"time",0.06,"T","M",3,"Italian","LWC",2,6,"coronal","labial",573.957,1337.353
"88",108,108,"Female","AY",1,"time",0.06,"T","M",3,"Italian","LWC",4,6,"coronal","labial",494.02,1215.029
"89",109,109,"Female","UW",1,"school",0.3,"K","L",3,"Italian","LWC",2,9,"dorsal","coronal",347.247,1202.168
"90",110,110,"Female","UW",1,"school",0.3,"K","L",3,"Italian","LWC",4,9,"dorsal","coronal",341.838,1168.522
"91",113,113,"Female","EY",1,"vaguely",0.13,"V","G",3,"Italian","LWC",2,1,"labial","dorsal",481.819,1350.363
"92",114,114,"Female","EY",1,"vaguely",0.13,"V","G",3,"Italian","LWC",4,1,"labial","dorsal",464.629,1395.674
"93",115,115,"Female","EY",1,"name",0.11,"N","M",3,"Italian","LWC",2,3,"coronal","labial",377.419,1210.991
"94",116,116,"Female","EY",1,"name",0.11,"N","M",3,"Italian","LWC",4,3,"coronal","labial",351.515,1118.276
"95",117,117,"Female","EY",1,"play",0.09,"L","DH",3,"Italian","LWC",2,1,"coronal","coronal",521.066,1320.605
"96",118,118,"Female","EY",1,"play",0.09,"L","DH",3,"Italian","LWC",4,1,"coronal","coronal",477.01,1364.121
"97",121,121,"Female","UW",1,"school",0.14,"K","L",3,"Italian","LWC",2,9,"dorsal","coronal",366.601,1273.2
"98",122,122,"Female","UW",1,"school",0.14,"K","L",3,"Italian","LWC",4,9,"dorsal","coronal",361.011,1196.187
"99",123,123,"Female","IY",1,"teacher",0.09,"T","CH",3,"Italian","LWC",2,8,"coronal","coronal",389.921,1449.359
"100",124,124,"Female","IY",1,"teacher",0.09,"T","CH",3,"Italian","LWC",4,8,"coronal","coronal",354.099,1557.028
"101",129,129,"Female","AY",1,"kind",0.07,"K","N",3,"Italian","LWC",2,4,"dorsal","coronal",406.149,1288.304
"102",130,130,"Female","AY",1,"kind",0.07,"K","N",3,"Italian","LWC",4,4,"dorsal","coronal",434.577,1198.878
"103",131,131,"Female","UW",1,"choose",0.29,"CH","Z",3,"Italian","LWC",2,3,"coronal","coronal",326.031,1073.713
"104",132,132,"Female","UW",1,"choose",0.29,"CH","Z",3,"Italian","LWC",4,3,"coronal","coronal",330.839,1069.077
"105",133,133,"Female","IY",1,"three",0.06,"R","M",3,"Italian","LWC",2,6,"coronal","labial",431.933,1488.688
"106",134,134,"Female","IY",1,"three",0.06,"R","M",3,"Italian","LWC",4,6,"coronal","labial",392.205,1498.408
"107",135,135,"Female","UW",1,"school",0.1,"K","L",3,"Italian","LWC",2,9,"dorsal","coronal",352.056,1232.226
"108",136,136,"Female","UW",1,"school",0.1,"K","L",3,"Italian","LWC",4,9,"dorsal","coronal",339.794,1141.604
"109",139,139,"Female","EY",1,"straight",0.09,"R","T",3,"Italian","LWC",2,3,"coronal","coronal",469.918,1353.803
"110",140,140,"Female","EY",1,"straight",0.09,"R","T",3,"Italian","LWC",4,3,"coronal","coronal",393.707,1421.096
"111",141,141,"Female","UW",1,"do",0.09,"D","Y",3,"Italian","LWC",2,15,"coronal","coronal",342.679,1515.905
"112",142,142,"Female","UW",1,"do",0.09,"D","Y",3,"Italian","LWC",4,15,"coronal","coronal",337.751,1509.474
"113",143,143,"Female","EY",1,"caned",0.16,"K","N",3,"Italian","LWC",2,2,"dorsal","coronal",475.207,1431.713
"114",144,144,"Female","EY",1,"caned",0.16,"K","N",3,"Italian","LWC",4,2,"dorsal","coronal",417.208,1516.802
"115",147,147,"Female","AY",1,"kind",0.13,"K","N",3,"Italian","LWC",2,4,"dorsal","coronal",421.475,1207.253
"116",148,148,"Female","AY",1,"kind",0.13,"K","N",3,"Italian","LWC",4,4,"dorsal","coronal",568.368,1209.645
"117",149,149,"Female","EY",1,"ways",0.27,"W","Z",3,"Italian","LWC",2,1,"dorsal","coronal",396.592,1162.69
"118",150,150,"Female","EY",1,"ways",0.27,"W","Z",3,"Italian","LWC",4,1,"dorsal","coronal",341.778,1043.207
"119",151,151,"Female","IY",1,"teacher",0.08,"T","CH",3,"Italian","LWC",2,8,"coronal","coronal",378.14,1539.831
"120",152,152,"Female","IY",1,"teacher",0.08,"T","CH",3,"Italian","LWC",4,8,"coronal","coronal",326.211,1607.723
"121",153,153,"Female","EY",1,"cane",0.13,"K","N",3,"Italian","LWC",2,2,"dorsal","coronal",519.624,1365.616
"122",154,154,"Female","EY",1,"cane",0.13,"K","N",3,"Italian","LWC",4,2,"dorsal","coronal",300.246,1094.649
"123",155,155,"Female","EY",1,"cane",0.05,"K","N",3,"Italian","LWC",2,2,"dorsal","coronal",507.543,1367.411
"124",156,156,"Female","EY",1,"cane",0.05,"K","N",3,"Italian","LWC",4,2,"dorsal","coronal",491.375,1410.03
"125",157,157,"Female","UW",1,"do",0.13,"D","DH",3,"Italian","LWC",2,15,"coronal","coronal",389.079,1493.922
"126",158,158,"Female","UW",1,"do",0.13,"D","DH",3,"Italian","LWC",4,15,"coronal","coronal",335.888,1092.256
"127",159,159,"Female","EY",1,"again",0.05,"G","N",3,"Italian","LWC",2,3,"dorsal","coronal",371.589,1568.842
"128",160,160,"Female","EY",1,"again",0.05,"G","N",3,"Italian","LWC",4,3,"dorsal","coronal",405.187,1524.728
"129",161,161,"Female","UW",1,"do",0.06,"D","Y",3,"Italian","LWC",2,15,"coronal","coronal",360.41,1431.863
"130",162,162,"Female","UW",1,"do",0.06,"D","Y",3,"Italian","LWC",4,15,"coronal","coronal",334.986,1088.816
"131",163,163,"Female","AY",1,"primary",0.12,"R","M",3,"Italian","LWC",2,3,"coronal","labial",503.817,1179.887
"132",164,164,"Female","AY",1,"primary",0.12,"R","M",3,"Italian","LWC",4,3,"coronal","labial",536.272,1198.878
"133",165,165,"Female","UW",1,"school",0.16,"K","L",3,"Italian","LWC",2,9,"dorsal","coronal",363.415,1217.421
"134",166,166,"Female","UW",1,"school",0.16,"K","L",3,"Italian","LWC",4,9,"dorsal","coronal",387.156,1192.598
"135",167,167,"Female","IY",1,"really",0.05,"R","L",3,"Italian","LWC",2,6,"coronal","coronal",384.992,1469.098
"136",168,168,"Female","IY",1,"really",0.05,"R","L",3,"Italian","LWC",4,6,"coronal","coronal",406.81,1424.984
"137",169,169,"Female","UW",1,"school",0.05,"K","L",3,"Italian","LWC",2,9,"dorsal","coronal",396.352,1283.518
"138",170,170,"Female","UW",1,"school",0.05,"K","L",3,"Italian","LWC",4,9,"dorsal","coronal",386.074,1180.485
"139",171,171,"Female","AY",1,"time",0.16,"T","M",3,"Italian","LWC",2,6,"coronal","labial",449.303,1204.262
"140",172,172,"Female","AY",1,"time",0.16,"T","M",3,"Italian","LWC",4,6,"coronal","labial",455.253,1177.793
"141",173,173,"Female","EY",1,"away",0.15,"W","W",3,"Italian","LWC",2,3,"dorsal","dorsal",493.9,1286.808
"142",174,174,"Female","EY",1,"away",0.15,"W","W",3,"Italian","LWC",4,3,"dorsal","dorsal",429.228,1411.077
"143",175,175,"Female","IY",1,"easier",0.13,"T","Z",3,"Italian","LWC",2,1,"coronal","coronal",396.772,1371.897
"144",176,176,"Female","IY",1,"easier",0.13,"T","Z",3,"Italian","LWC",4,1,"coronal","coronal",360.049,1202.019
"145",179,179,"Female","EY",1,"straight",0.05,"R","T",3,"Italian","LWC",2,3,"coronal","coronal",445.396,1427.825
"146",180,180,"Female","EY",1,"straight",0.05,"R","T",3,"Italian","LWC",4,3,"coronal","coronal",438.244,1476.426
"147",181,181,"Female","IY",1,"teachers",0.08,"T","CH",3,"Italian","LWC",2,6,"coronal","coronal",394.729,1409.432
"148",182,182,"Female","IY",1,"teachers",0.08,"T","CH",3,"Italian","LWC",4,6,"coronal","coronal",389.921,1521.438
"149",183,183,"Female","EY",1,"straight",0.05,"R","T",3,"Italian","LWC",2,3,"coronal","coronal",466.192,1432.461
"150",184,184,"Female","EY",1,"straight",0.05,"R","T",3,"Italian","LWC",4,3,"coronal","coronal",428.687,1463.117
"151",185,185,"Female","AY",1,"right",0.13,"R","T",3,"Italian","LWC",2,3,"coronal","coronal",414.142,1170.316
"152",186,186,"Female","AY",1,"right",0.13,"R","T",3,"Italian","LWC",4,3,"coronal","coronal",476.109,1214.879
"153",187,187,"Female","EY",1,"a",0.05,"Z","P",3,"Italian","LWC",2,16,"coronal","labial",584.475,1479.566
"154",188,188,"Female","EY",1,"a",0.05,"Z","P",3,"Italian","LWC",4,16,"coronal","labial",433.796,1292.79
"155",191,191,"Female","AY",1,"right",0.09,"R","T",3,"Italian","LWC",2,3,"coronal","coronal",422.797,1191.102
"156",192,192,"Female","AY",1,"right",0.09,"R","T",3,"Italian","LWC",4,3,"coronal","coronal",465.771,1226.095
"157",193,193,"Female","EY",1,"a",0.1,"N","P",3,"Italian","LWC",2,16,"coronal","labial",422.196,1479.267
"158",194,194,"Female","EY",1,"a",0.1,"N","P",3,"Italian","LWC",4,16,"coronal","labial",357.825,1571.235
"159",195,195,"Female","EY",1,"playground",0.15,"L","G",3,"Italian","LWC",2,3,"coronal","dorsal",425.742,1433.059
"160",196,196,"Female","EY",1,"playground",0.15,"L","G",3,"Italian","LWC",4,3,"coronal","dorsal",474.666,1482.856
"161",199,199,"Female","AY",1,"primary",0.12,"R","M",3,"Italian","LWC",2,3,"coronal","labial",517.821,1210.543
"162",200,200,"Female","AY",1,"primary",0.12,"R","M",3,"Italian","LWC",4,3,"coronal","labial",518.963,1234.17
"163",201,201,"Female","EY",1,"playground",0.1,"L","G",3,"Italian","LWC",2,3,"coronal","dorsal",492.397,1349.615
"164",202,202,"Female","EY",1,"playground",0.1,"L","G",3,"Italian","LWC",4,3,"coronal","dorsal",406.99,1444.424
"165",203,203,"Female","EY",1,"playground",0.12,"L","G",3,"Italian","LWC",2,3,"coronal","dorsal",497.566,1338.699
"166",204,204,"Female","EY",1,"playground",0.12,"L","G",3,"Italian","LWC",4,3,"coronal","dorsal",419.131,1436.499
"167",205,205,"Female","EY",2,"nicknames",0.14,"N","M",3,"Italian","LWC",2,2,"coronal","labial",498.708,1380.421
"168",206,206,"Female","EY",2,"nicknames",0.14,"N","M",3,"Italian","LWC",4,2,"coronal","labial",431.152,1434.555
"169",207,207,"Female","EY",1,"change",0.07,"CH","N",3,"Italian","LWC",2,1,"coronal","coronal",508.805,1375.636
"170",208,208,"Female","EY",1,"change",0.07,"CH","N",3,"Italian","LWC",4,1,"coronal","coronal",463.908,1416.012
"171",209,209,"Female","IY",1,"abbreviate",0.07,"R","V",3,"Italian","LWC",2,2,"coronal","labial",379.222,1438.891
"172",210,210,"Female","IY",1,"abbreviate",0.07,"R","V",3,"Italian","LWC",4,2,"coronal","labial",341.537,1548.804
"173",213,213,"Female","EY",1,"name",0.11,"N","M",3,"Italian","LWC",2,3,"coronal","labial",486.026,1447.864
"174",214,214,"Female","EY",1,"name",0.11,"N","M",3,"Italian","LWC",4,3,"coronal","labial",407.351,1532.653
"175",215,215,"Female","UW",1,"used",0.17,"Y","Z",3,"Italian","LWC",2,2,"coronal","coronal",317.857,1059.058
"176",216,216,"Female","UW",1,"used",0.17,"Y","Z",3,"Italian","LWC",4,2,"coronal","coronal",315.573,1061.301
"177",219,219,"Female","AY",1,"fighting",0.15,"F","T",3,"Italian","LWC",2,1,"labial","coronal",456.876,1217.571
"178",220,220,"Female","AY",1,"fighting",0.15,"F","T",3,"Italian","LWC",4,1,"labial","coronal",485.605,1219.066
"179",221,221,"Female","EY",2,"nickname",0.07,"N","M",3,"Italian","LWC",2,1,"coronal","labial",506.762,1358.139
"180",222,222,"Female","EY",2,"nickname",0.07,"N","M",3,"Italian","LWC",4,1,"coronal","labial",493.9,1387.449
"181",225,225,"Female","UW",1,"used",0.1,"Y","Z",3,"Italian","LWC",2,2,"coronal","coronal",372.491,1093.303
"182",226,226,"Female","UW",1,"used",0.1,"Y","Z",3,"Italian","LWC",4,2,"coronal","coronal",367.923,1087.62
"183",227,227,"Female","IY",1,"teachers",0.09,"T","CH",3,"Italian","LWC",2,6,"coronal","coronal",363.054,1558.374
"184",228,228,"Female","IY",1,"teachers",0.09,"T","CH",3,"Italian","LWC",4,6,"coronal","coronal",358.607,1643.014
"185",229,229,"Female","EY",1,"mainly",0.15,"M","N",3,"Italian","LWC",2,2,"labial","coronal",496.424,1369.056
"186",230,230,"Female","EY",1,"mainly",0.15,"M","N",3,"Italian","LWC",4,2,"labial","coronal",493.719,1461.921
"187",231,231,"Female","IY",1,"teacher",0.16,"T","CH",3,"Italian","LWC",2,8,"coronal","coronal",418.289,1454.443
"188",232,232,"Female","IY",1,"teacher",0.16,"T","CH",3,"Italian","LWC",4,8,"coronal","coronal",336.669,1210.393
"189",233,233,"Female","EY",1,"basically",0.12,"B","S",3,"Italian","LWC",2,2,"labial","coronal",452.849,1285.762
"190",234,234,"Female","EY",1,"basically",0.12,"B","S",3,"Italian","LWC",4,2,"labial","coronal",430.671,1174.503
"191",237,237,"Female","IY",1,"teachers",0.09,"T","CH",3,"Italian","LWC",2,6,"coronal","coronal",373.452,1401.805
"192",238,238,"Female","IY",1,"teachers",0.09,"T","CH",3,"Italian","LWC",4,6,"coronal","coronal",355.121,1531.158
"193",239,239,"Female","EY",2,"nicknames",0.05,"N","M",3,"Italian","LWC",2,2,"coronal","labial",494.501,1375.636
"194",240,240,"Female","EY",2,"nicknames",0.05,"N","M",3,"Italian","LWC",4,2,"coronal","labial",490.774,1392.982
"195",241,241,"Female","AY",1,"high",0.14,"HH","S",3,"Italian","LWC",2,3,"glottal","coronal",468.716,1187.214
"196",242,242,"Female","AY",1,"high",0.14,"HH","S",3,"Italian","LWC",4,3,"glottal","coronal",498.107,1246.432
"197",243,243,"Female","UW",1,"school",0.09,"K","L",3,"Italian","LWC",2,9,"dorsal","coronal",393.286,1257.648
"198",244,244,"Female","UW",1,"school",0.09,"K","L",3,"Italian","LWC",4,9,"dorsal","coronal",382.227,1172.111
"199",245,245,"Female","UW",1,"groups",0.06,"R","P",3,"Italian","LWC",2,1,"coronal","labial",352.897,1304.006
"200",246,246,"Female","UW",1,"groups",0.06,"R","P",3,"Italian","LWC",4,1,"coronal","labial",345.204,1254.956
"201",247,247,"Female","AY",1,"fights",0.16,"F","T",3,"Italian","LWC",2,2,"labial","coronal",471.301,1200.224
"202",248,248,"Female","AY",1,"fights",0.16,"F","T",3,"Italian","LWC",4,2,"labial","coronal",508.264,1231.03
"203",249,249,"Female","EY",1,"say",0.07,"S","HH",3,"Italian","LWC",2,8,"coronal","glottal",453.991,1354.251
"204",250,250,"Female","EY",1,"say",0.07,"S","HH",3,"Italian","LWC",4,8,"coronal","glottal",482.42,1380.72
"205",253,253,"Female","AY",1,"times",0.11,"T","M",3,"Italian","LWC",2,1,"coronal","labial",549.375,1310.436
"206",254,254,"Female","AY",1,"times",0.11,"T","M",3,"Italian","LWC",4,1,"coronal","labial",511.45,1239.404
"207",257,257,"Female","AY",1,"high",0.12,"HH","S",3,"Italian","LWC",2,3,"glottal","coronal",436.741,1184.523
"208",258,258,"Female","AY",1,"high",0.12,"HH","S",3,"Italian","LWC",4,3,"glottal","coronal",385.593,1174.055
"209",261,261,"Female","IY",1,"teacher",0.09,"T","CH",3,"Italian","LWC",2,8,"coronal","coronal",372.01,1482.258
"210",262,262,"Female","IY",1,"teacher",0.09,"T","CH",3,"Italian","LWC",4,8,"coronal","coronal",381.206,1551.645
"211",263,263,"Female","EY",1,"came",0.09,"K","M",3,"Italian","LWC",2,2,"dorsal","labial",521.307,1429.62
"212",264,264,"Female","EY",1,"came",0.09,"K","M",3,"Italian","LWC",4,2,"dorsal","labial",478.213,1488.389
"213",265,265,"Female","IY",1,"eating",0.05,"Z","T",3,"Italian","LWC",2,3,"coronal","coronal",412.88,1417.507
"214",266,266,"Female","IY",1,"eating",0.05,"Z","T",3,"Italian","LWC",4,3,"coronal","coronal",401.22,1449.658
"215",267,267,"Female","IY",1,"eating",0.06,"M","T",3,"Italian","LWC",2,3,"labial","coronal",439.566,1447.116
"216",268,268,"Female","IY",1,"eating",0.06,"M","T",3,"Italian","LWC",4,3,"labial","coronal",407.23,1493.175
"217",269,269,"Female","UW",1,"abusing",0.13,"Y","Z",3,"Italian","LWC",2,1,"coronal","coronal",350.313,1074.162
"218",270,270,"Female","UW",1,"abusing",0.13,"Y","Z",3,"Italian","LWC",4,1,"coronal","coronal",336.909,1078.797
"219",271,271,"Female","EY",1,"later",0.13,"L","T",3,"Italian","LWC",2,1,"coronal","coronal",511.69,1339.297
"220",272,272,"Female","EY",1,"later",0.13,"L","T",3,"Italian","LWC",4,1,"coronal","coronal",490.594,1436.947
"221",273,273,"Female","EY",1,"caned",0.17,"K","N",3,"Italian","LWC",2,2,"dorsal","coronal",503.336,1395.524
"222",274,274,"Female","EY",1,"caned",0.17,"K","N",3,"Italian","LWC",4,2,"dorsal","coronal",454.051,1506.633
"223",277,277,"Female","IY",1,"teacher",0.06,"T","CH",3,"Italian","LWC",2,8,"coronal","coronal",377.479,1452.35
"224",278,278,"Female","IY",1,"teacher",0.06,"T","CH",3,"Italian","LWC",4,8,"coronal","coronal",358.547,1508.727
"225",281,281,"Female","IY",1,"eaten",0.12,"V","T",3,"Italian","LWC",2,1,"labial","coronal",423.819,1370.551
